CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,BalanceSalaryRatio,Age_Bin,Active_and_High_Balance,CreditScoreAgeInteraction,Actual_Churn,Predicted_Churn,Churn_Probability
678,France,Female,38,2,0.0,2,0,0,115068.99,0.0,Middle-Aged,0,25764,0,0,0.08
850,France,Male,37,6,0.0,2,1,0,109291.22,0.0,Middle-Aged,0,31450,0,0,0.02
755,Germany,Female,33,6,90560.3,2,1,1,42607.69,2.125444960757084,Middle-Aged,0,24915,0,0,0.08
743,Germany,Female,32,6,140348.56,2,1,1,163254.39,0.8596924101091553,Middle-Aged,1,23776,0,0,0.14
567,Germany,Female,46,1,68238.51,2,1,1,109572.58,0.6227699484670343,Middle-Aged,0,26082,0,0,0.35
814,France,Female,36,6,0.0,2,1,1,98657.01,0.0,Middle-Aged,0,29304,0,0,0.03
543,France,Male,42,4,89838.71,3,1,0,85983.54,1.0448361395681083,Middle-Aged,0,22806,1,1,0.84
663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0.8088778988248426,Middle-Aged,0,29172,0,0,0.26
621,Germany,Male,51,4,109978.83,1,0,0,177740.58,0.6187603866263968,Senior,0,31671,1,1,0.86
666,Germany,Male,38,6,99812.88,2,1,1,158357.97,0.6302990623080101,Middle-Aged,0,25308,0,0,0.03
600,Germany,Male,30,2,119755.0,1,1,1,21852.91,5.480048194954356,Young,0,18000,0,0,0.11
699,Germany,Female,41,1,200117.76,2,1,0,94142.35,2.1256932719440296,Middle-Aged,0,28659,0,0,0.28
569,Germany,Male,30,6,106629.49,1,0,1,44114.88,2.417086706344889,Young,0,17070,0,0,0.14
702,Germany,Male,36,9,90560.48,2,1,0,174268.87,0.5196595352916444,Middle-Aged,0,25272,0,0,0.07
832,France,Female,29,5,0.0,2,1,0,178779.52,0.0,Young,0,24128,0,0,0.01
616,France,Female,66,1,135842.41,1,1,0,183840.51,0.7389144536206954,Senior,0,40656,1,1,0.7
638,France,Female,34,7,0.0,2,1,1,198969.78,0.0,Middle-Aged,0,21692,0,0,0.03
582,France,Male,29,4,0.0,2,0,0,156153.27,0.0,Young,0,16878,0,0,0.0
627,France,Male,73,0,146329.73,1,0,1,43615.67,3.35498067552327,Elderly,1,45771,0,0,0.07
722,France,Male,30,5,0.0,2,1,0,166376.54,0.0,Young,0,21660,0,0,0.02
483,Germany,Male,41,1,118334.44,1,0,0,163147.99,0.7253196315811186,Middle-Aged,0,19803,1,0,0.49
644,France,Female,24,8,92760.55,1,1,0,35896.75,2.5840932674963613,Young,0,15456,0,0,0.05
684,Spain,Male,39,4,207034.96,2,0,0,157694.76,1.3128842074397398,Middle-Aged,0,26676,1,0,0.21
850,France,Male,34,6,0.0,1,0,1,52796.31,0.0,Middle-Aged,0,28900,0,0,0.13
625,France,Female,39,3,130786.92,1,0,1,121316.07,1.0780675635140504,Middle-Aged,1,24375,0,0,0.06
814,France,Female,31,4,0.0,2,1,1,142029.17,0.0,Middle-Aged,0,25234,0,0,0.05
490,Germany,Male,33,5,96341.0,2,0,0,108313.34,0.8894656927761623,Middle-Aged,0,16170,0,0,0.08
469,Spain,Male,37,9,96776.49,1,1,1,119890.86,0.8072049028591505,Middle-Aged,0,17353,0,0,0.1
592,France,Male,39,7,0.0,2,1,0,83084.33,0.0,Middle-Aged,0,23088,0,0,0.07
718,France,Male,27,2,0.0,2,0,0,26229.24,0.0,Young,0,19386,0,0,0.0
545,France,Female,26,1,0.0,2,1,1,199638.56,0.0,Young,0,14170,0,0,0.09
726,France,Female,53,1,113537.73,1,0,1,28367.21,4.0024285081261075,Senior,0,38478,0,1,0.55
660,Germany,Male,39,9,134599.33,2,1,0,183095.87,0.7351303445566522,Middle-Aged,0,25740,0,0,0.2
762,France,Male,32,10,191775.65,1,1,0,179657.83,1.0674494398602055,Middle-Aged,0,24384,0,0,0.2
628,France,Male,33,6,0.0,2,0,0,184230.23,0.0,Middle-Aged,0,20724,0,0,0.04
563,France,Female,39,5,0.0,2,1,1,17603.81,0.0,Middle-Aged,0,21957,0,0,0.02
666,France,Female,32,10,112536.57,2,1,1,34350.54,3.276122296767387,Middle-Aged,0,21312,0,0,0.08
636,France,Male,43,6,0.0,2,1,0,43128.95,0.0,Middle-Aged,0,27348,0,0,0.01
850,Germany,Female,45,5,103909.86,1,1,0,60083.11,1.7294354436712747,Middle-Aged,0,38250,1,1,0.55
632,France,Male,60,2,0.0,2,0,1,2085.32,0.0,Senior,0,37920,0,0,0.16
756,France,Male,27,8,0.0,2,1,1,157932.75,0.0,Young,0,20412,0,0,0.0
659,France,Female,50,3,0.0,1,1,0,183399.12,0.0,Middle-Aged,0,32950,1,1,0.75
733,France,Female,38,3,157658.36,1,0,0,19658.43,8.01988561650142,Middle-Aged,0,27854,0,0,0.2
651,Spain,Male,47,2,0.0,2,1,1,119808.64,0.0,Middle-Aged,0,30597,0,0,0.03
630,France,Female,40,7,0.0,2,1,1,34453.17,0.0,Middle-Aged,0,25200,0,0,0.05
711,France,Female,32,1,0.0,2,1,0,126188.42,0.0,Middle-Aged,0,22752,0,0,0.03
593,Spain,Female,45,6,79259.75,1,1,0,55347.28,1.432044176335314,Middle-Aged,0,26685,0,0,0.4
560,France,Male,50,3,0.0,2,1,0,84531.79,0.0,Middle-Aged,0,28000,0,0,0.17
704,Germany,Female,24,7,113034.22,1,1,0,162503.48,0.6955803038802615,Young,0,16896,1,0,0.18
598,Germany,Male,38,1,101487.18,1,1,1,75959.1,1.3360766517770746,Middle-Aged,0,22724,1,0,0.27
829,Germany,Male,36,4,81795.74,2,1,0,90106.94,0.9077629314678759,Middle-Aged,0,29844,0,0,0.14
592,France,Female,37,7,0.0,2,1,1,126726.33,0.0,Middle-Aged,0,21904,0,0,0.01
516,Spain,Female,31,7,0.0,1,1,0,47018.75,0.0,Middle-Aged,0,15996,0,0,0.41
603,France,Female,48,5,0.0,1,1,0,100478.6,0.0,Middle-Aged,0,28944,1,1,0.59
657,Spain,Female,22,6,0.0,3,0,1,168412.07,0.0,Young,0,14454,1,0,0.41
847,Germany,Female,41,3,101543.51,4,1,0,16025.17,6.336501266445223,Middle-Aged,0,34727,1,1,0.7
481,France,Female,34,5,0.0,2,1,1,125253.46,0.0,Middle-Aged,0,16354,0,0,0.01
711,France,Male,38,10,0.0,2,0,0,53311.78,0.0,Middle-Aged,0,27018,0,0,0.03
678,France,Female,32,5,0.0,2,1,0,90284.47,0.0,Middle-Aged,0,21696,0,0,0.04
617,Spain,Female,46,3,106521.49,1,0,1,86587.37,1.2302197191114594,Middle-Aged,0,28382,0,0,0.37
756,France,Female,26,5,101641.14,2,0,1,154460.68,0.6580389261525975,Young,0,19656,0,0,0.03
808,France,Male,32,1,0.0,2,1,1,46200.71,0.0,Middle-Aged,0,25856,0,0,0.01
574,France,Male,33,8,100267.03,1,1,0,103006.27,0.9734070557064147,Middle-Aged,0,18942,0,0,0.0
688,France,Female,39,0,0.0,2,1,0,53222.15,0.0,Middle-Aged,0,26832,1,0,0.11
671,Germany,Female,48,9,116711.06,2,0,0,76373.38,1.5281641325812736,Middle-Aged,0,32208,0,0,0.48
582,France,Female,32,4,0.0,2,1,0,59668.81,0.0,Middle-Aged,0,18624,0,0,0.02
670,France,Female,45,9,104930.38,1,1,0,155921.81,0.6729679446384057,Middle-Aged,0,30150,1,0,0.49
795,France,Female,36,1,151844.64,1,1,1,135388.89,1.1215443157854386,Middle-Aged,1,28620,0,0,0.06
554,France,Female,30,9,0.0,2,1,1,40320.3,0.0,Young,0,16620,0,0,0.01
484,France,Female,50,2,90408.16,2,0,0,48170.57,1.8768339257766724,Middle-Aged,0,24200,0,0,0.44
603,France,Male,51,8,186825.57,1,1,0,93739.71,1.9930248344058243,Senior,0,30753,1,1,0.59
778,France,Male,33,1,0.0,2,1,0,85439.73,0.0,Middle-Aged,0,25674,0,0,0.04
661,Spain,Female,42,9,75361.44,1,1,0,27608.12,2.7296838756134068,Middle-Aged,0,27762,1,0,0.35
667,France,Male,44,8,122277.87,1,1,1,91810.71,1.3318475589612584,Middle-Aged,0,29348,0,0,0.19
675,France,Female,21,8,98373.26,1,1,0,18203.0,5.404233368126133,Young,0,14175,0,0,0.03
715,Spain,Male,42,6,0.0,2,1,1,128745.69,0.0,Middle-Aged,0,30030,0,0,0.03
495,France,Female,40,1,140197.71,2,1,0,150720.39,0.9301840978516575,Middle-Aged,0,19800,0,0,0.17
680,France,Female,30,8,141441.75,1,1,1,16278.97,8.688617891672507,Young,1,20400,0,0,0.04
711,Germany,Female,52,8,145262.54,1,0,1,131473.31,1.1048823521671434,Senior,1,36972,0,1,0.78
563,France,Female,34,6,0.0,2,0,0,36536.93,0.0,Middle-Aged,0,19142,0,0,0.03
655,Germany,Female,37,4,108862.76,1,1,0,79555.08,1.3683948278350042,Middle-Aged,0,24235,1,0,0.27
834,France,Female,49,2,131394.56,1,0,0,194365.76,0.6760170104034784,Middle-Aged,0,40866,1,0,0.5
503,France,Female,28,5,0.0,2,1,0,125918.17,0.0,Young,0,14084,0,0,0.01
668,Spain,Female,30,8,0.0,2,1,0,138465.7,0.0,Young,0,20040,0,0,0.0
834,Germany,Female,57,8,112281.6,3,1,0,140225.14,0.8007237503916915,Senior,0,47538,1,1,0.87
526,France,Female,36,0,0.0,2,1,0,97767.63,0.0,Middle-Aged,0,18936,0,0,0.06
576,Spain,Male,19,6,0.0,2,0,0,72306.07,0.0,Young,0,10944,0,0,0.02
480,Germany,Female,25,3,174330.35,2,0,0,181647.13,0.9597198150061605,Young,0,12000,0,0,0.12
670,France,Female,50,8,138340.06,1,0,1,3159.15,43.79027903075194,Middle-Aged,1,33500,0,0,0.38
660,France,Male,30,7,146301.31,1,0,0,96847.91,1.5106295014523285,Young,0,19800,0,0,0.04
651,Germany,Female,45,6,86714.06,1,1,0,85869.89,1.0098308033234933,Middle-Aged,0,29295,1,1,0.62
844,Spain,Male,56,5,99529.7,1,0,1,157230.06,0.6330195383758042,Senior,0,47264,1,0,0.18
680,France,Male,36,3,116275.12,1,1,1,63795.8,1.8226140278827132,Middle-Aged,0,24480,0,0,0.05
850,Spain,Female,53,7,65407.16,2,0,0,182633.63,0.3581331652883426,Senior,0,45050,1,1,0.61
644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0.712866060609402,Middle-Aged,0,28336,0,0,0.5
535,France,Female,29,2,112367.34,1,1,0,185630.76,0.605327155908859,Young,0,15515,0,0,0.05
655,Spain,Female,29,9,0.0,2,0,1,85736.26,0.0,Young,0,18995,0,0,0.02
609,France,Female,39,8,141675.23,1,0,1,175664.25,0.8065114558027602,Middle-Aged,1,23751,0,0,0.17
633,Spain,Male,42,10,0.0,1,0,1,79408.17,0.0,Middle-Aged,0,26586,0,0,0.1
550,Germany,Male,33,4,118400.91,1,0,1,13999.64,8.457425333794298,Middle-Aged,0,18150,1,0,0.11
665,Germany,Female,27,2,147435.96,1,0,0,187508.06,0.7862913199571261,Young,0,17955,0,0,0.08
640,France,Male,40,8,110340.68,1,1,1,157886.6,0.698860321268556,Middle-Aged,0,25600,0,0,0.04
625,France,Female,36,3,0.0,2,1,0,41295.1,0.0,Middle-Aged,0,22500,1,0,0.14
633,Germany,Male,40,5,86172.81,2,1,1,117279.49,0.7347645355551938,Middle-Aged,0,25320,0,0,0.14
745,Spain,Male,40,3,88466.82,1,0,0,116331.42,0.7604722782546625,Middle-Aged,0,29800,0,0,0.28
777,France,Female,30,4,0.0,2,0,1,115611.97,0.0,Young,0,23310,0,0,0.04
755,France,Male,36,8,0.0,2,1,0,176809.87,0.0,Middle-Aged,0,27180,0,0,0.02
705,France,Male,30,1,0.0,1,1,1,181300.32,0.0,Young,0,21150,0,0,0.03
786,France,Female,29,4,0.0,2,1,0,103372.79,0.0,Young,0,22794,0,0,0.02
758,Germany,Male,68,6,112595.85,1,1,0,35865.44,3.1393968678482684,Senior,0,51544,1,1,0.64
604,Spain,Male,27,9,101352.78,1,0,0,30252.3,3.350250394184905,Young,0,16308,0,0,0.06
797,France,Male,30,10,69413.44,1,1,1,74637.57,0.9300066976992953,Young,0,23910,0,0,0.03
489,France,Female,31,7,139395.08,1,0,1,6120.84,22.77384803392998,Middle-Aged,1,15159,0,0,0.15
621,Spain,Male,41,5,104631.67,1,1,1,95551.22,1.0950322769295882,Middle-Aged,0,25461,0,0,0.0
608,Germany,Male,26,1,106648.98,1,0,1,7063.6,15.0983889234951,Young,0,15808,0,0,0.18
480,France,Female,42,1,152160.21,2,1,0,101778.9,1.4950074131278683,Middle-Aged,0,20160,0,0,0.34
504,Germany,Male,42,7,131287.36,2,1,1,149697.78,0.8770160786619546,Middle-Aged,1,21168,0,0,0.13
663,Spain,Female,22,9,0.0,1,1,0,29135.89,0.0,Young,0,14586,1,0,0.06
632,Spain,Female,32,1,0.0,2,1,0,19525.65,0.0,Middle-Aged,0,20224,0,0,0.11
845,France,Male,33,8,164385.53,1,1,0,150664.97,1.0910666892244427,Middle-Aged,0,27885,0,0,0.11
587,Germany,Female,39,6,101851.8,2,1,0,7103.71,14.337831921629684,Middle-Aged,0,22893,0,0,0.19
568,Germany,Male,46,8,150836.92,1,0,0,64516.8,2.3379479453413685,Middle-Aged,0,26128,1,1,0.8
766,Germany,Female,28,4,90696.78,1,0,1,21597.2,4.199469375659808,Young,0,21448,0,0,0.22
633,France,Male,59,2,103996.74,1,1,1,103159.11,1.0081197869969991,Senior,0,37347,0,0,0.32
746,France,Female,37,4,0.0,2,0,1,171039.56,0.0,Middle-Aged,0,27602,0,0,0.04
768,France,Male,25,6,0.0,2,1,1,21215.67,0.0,Young,0,19200,0,0,0.0
635,Spain,Male,38,0,103257.14,1,0,0,158344.63,0.6521038320023862,Middle-Aged,0,24130,0,0,0.14
529,France,Female,27,1,0.0,2,1,1,37769.98,0.0,Young,0,14283,0,0,0.01
625,France,Male,39,2,0.0,2,1,0,100403.05,0.0,Middle-Aged,0,24375,0,0,0.0
697,France,Female,42,10,0.0,2,1,0,61312.15,0.0,Middle-Aged,0,29274,0,0,0.1
673,Germany,Female,25,3,108244.82,2,1,1,103573.96,1.045096856391317,Young,0,16825,0,0,0.04
708,Germany,Male,42,9,176702.36,2,1,1,104804.74,1.6860149645903417,Middle-Aged,1,29736,0,0,0.04
697,France,Female,33,1,87347.7,1,1,0,172524.51,0.5062915408367193,Middle-Aged,0,23001,0,0,0.14
573,France,Male,26,8,86270.93,2,1,1,90177.3,0.956681226871951,Young,0,14898,0,0,0.02
682,Spain,Male,46,7,128029.72,1,1,1,62615.35,2.0447018183241013,Middle-Aged,1,31372,0,0,0.1
647,Germany,Male,44,4,93960.35,1,1,0,36579.53,2.5686593020741384,Middle-Aged,0,28468,1,1,0.53
797,Germany,Female,33,10,83555.58,1,0,0,69767.14,1.1976351617681333,Middle-Aged,0,26301,0,0,0.25
651,Germany,Male,37,9,114453.58,1,0,1,175820.91,0.6509668275519676,Middle-Aged,0,24087,0,0,0.34
501,Spain,Male,43,6,104533.24,1,0,0,81123.59,1.2885677273404692,Middle-Aged,0,21543,1,0,0.14
727,France,Female,26,9,121508.28,1,1,1,146785.44,0.8277951818654493,Young,0,18902,0,0,0.25
683,Spain,Male,56,7,50911.21,3,0,0,97629.31,0.5214746473164668,Senior,0,38248,1,1,0.93
770,France,Female,33,6,0.0,2,1,1,126131.9,0.0,Middle-Aged,0,25410,0,0,0.01
568,Spain,Female,26,6,0.0,2,0,0,166495.2,0.0,Young,0,14768,0,0,0.01
577,Spain,Male,48,6,179852.26,1,1,0,193580.32,0.9290833902950465,Middle-Aged,0,27696,0,0,0.31
608,Germany,Male,34,3,106288.54,1,1,1,36639.25,2.9009474811847946,Middle-Aged,0,20672,0,0,0.19
679,Spain,Female,28,9,0.0,2,0,1,61761.77,0.0,Young,0,19012,0,0,0.04
544,France,Female,45,6,0.0,2,0,1,151401.33,0.0,Middle-Aged,0,24480,0,0,0.15
620,Spain,Male,29,9,0.0,2,1,0,13133.88,0.0,Young,0,17980,0,0,0.02
588,Germany,Female,30,0,110148.49,1,1,0,5790.9,19.020962199312716,Young,0,17640,1,0,0.39
757,Germany,Male,31,1,127320.36,3,1,0,163170.32,0.7802911706001434,Middle-Aged,0,23467,0,1,0.68
775,Spain,Male,30,4,0.0,2,0,1,57461.13,0.0,Young,0,23250,0,0,0.02
718,France,Female,44,1,133866.22,1,0,1,139049.24,0.9627252906955839,Middle-Aged,1,31592,0,0,0.17
690,France,Male,35,6,112689.95,1,1,0,176962.31,0.6368019834279967,Middle-Aged,0,24150,0,0,0.07
613,France,Female,21,7,105627.95,1,1,1,36560.51,2.889126820167443,Young,0,12873,0,0,0.02
699,France,Female,43,3,80764.03,1,1,0,199378.58,0.4050787702470346,Middle-Aged,0,30057,1,0,0.32
727,Spain,Male,43,2,97403.18,1,1,1,107415.02,0.9067929233732861,Middle-Aged,0,31261,1,0,0.08
850,France,Male,66,4,0.0,2,0,1,64350.8,0.0,Senior,0,56100,0,0,0.07
581,France,Male,31,3,0.0,2,0,0,89040.61,0.0,Middle-Aged,0,18011,0,0,0.01
513,Spain,Female,42,10,0.0,2,0,1,73151.25,0.0,Middle-Aged,0,21546,0,0,0.1
620,France,Male,61,5,0.0,1,0,0,31641.52,0.0,Senior,0,37820,1,1,0.88
726,France,Female,38,5,126875.62,1,1,0,128052.29,0.9908110194671255,Middle-Aged,0,27588,0,0,0.13
709,France,Female,34,2,111669.68,1,1,0,57029.66,1.9580982948171177,Middle-Aged,0,24106,0,0,0.06
804,France,Male,24,3,0.0,2,1,0,173195.33,0.0,Young,0,19296,0,0,0.03
850,France,Female,28,9,0.0,2,1,0,185821.41,0.0,Young,0,23800,0,0,0.04
670,France,Female,31,2,57530.06,1,1,1,181893.31,0.3162846396054918,Middle-Aged,0,20770,1,0,0.19
841,France,Female,31,3,162701.65,2,1,1,126794.56,1.2831910927408874,Middle-Aged,1,26071,0,0,0.05
628,Germany,Female,45,6,53667.44,1,1,0,115022.94,0.4665803186738228,Middle-Aged,0,28260,0,1,0.52
675,France,Male,49,8,135133.39,1,0,1,179521.24,0.7527431851517961,Middle-Aged,1,33075,1,0,0.18
567,Germany,Male,40,7,122265.24,1,1,0,138552.74,0.8824454861015381,Middle-Aged,0,22680,0,0,0.31
672,France,Female,40,3,0.0,1,1,0,113171.61,0.0,Middle-Aged,0,26880,1,0,0.27
581,Spain,Female,46,1,0.0,2,1,0,104272.04,0.0,Middle-Aged,0,26726,0,0,0.08
584,Spain,Female,29,4,0.0,2,1,0,88866.92,0.0,Young,0,16936,0,0,0.0
644,Spain,Male,28,0,0.0,2,1,0,119419.37,0.0,Young,0,18032,0,0,0.08
661,France,Female,27,3,0.0,2,1,1,76889.79,0.0,Young,0,17847,0,0,0.02
667,France,Female,24,4,0.0,2,0,1,34335.55,0.0,Young,0,16008,0,0,0.01
630,Spain,Male,30,3,0.0,2,0,1,10486.69,0.0,Young,0,18900,0,0,0.0
656,France,Male,43,7,134919.85,1,1,0,194691.95,0.6929914154129125,Middle-Aged,0,28208,0,0,0.34
686,France,Female,31,1,0.0,2,1,0,4802.25,0.0,Middle-Aged,0,21266,0,0,0.18
730,Germany,Male,38,0,38848.19,2,0,0,94003.11,0.4132649441066365,Middle-Aged,0,27740,0,0,0.09
664,France,Male,58,5,98668.18,1,1,1,60887.58,1.6204976450041206,Senior,0,38512,0,0,0.13
616,Germany,Female,41,1,103560.57,1,1,0,236.45,437.9808416155636,Middle-Aged,0,25256,1,0,0.43
718,Germany,Male,63,7,123204.88,1,1,1,100538.8,1.225446096432422,Senior,0,45234,0,1,0.61
717,France,Male,53,6,0.0,2,0,1,97614.87,0.0,Senior,0,38001,0,0,0.02
656,France,Male,35,6,0.0,2,1,0,1485.27,0.0,Middle-Aged,0,22960,0,0,0.02
687,France,Female,31,2,0.0,2,0,1,145411.39,0.0,Middle-Aged,0,21297,0,0,0.09
649,France,Female,52,8,49113.75,1,1,0,41858.43,1.1733299600582248,Senior,0,33748,0,1,0.85
697,France,Female,45,1,0.0,2,1,0,46807.62,0.0,Middle-Aged,0,31365,1,0,0.13
659,Germany,Male,36,2,76190.48,2,1,1,149066.14,0.5111186215729473,Middle-Aged,0,23724,0,0,0.01
587,France,Male,33,8,148163.57,1,0,0,122925.4,1.2053128970904305,Middle-Aged,0,19371,0,0,0.06
613,France,Male,44,3,0.0,2,0,1,136491.72,0.0,Middle-Aged,0,26972,0,0,0.1
733,France,Male,33,3,0.0,1,1,1,7666.73,0.0,Middle-Aged,0,24189,0,0,0.16
517,Spain,Male,46,4,0.0,1,1,0,22372.78,0.0,Middle-Aged,0,23782,0,0,0.43
584,France,Female,66,5,0.0,1,1,0,49553.38,0.0,Senior,0,38544,1,1,0.81
728,Spain,Female,43,5,0.0,1,1,1,120088.17,0.0,Middle-Aged,0,31304,0,0,0.16
777,Germany,Female,34,5,96693.66,1,1,1,172618.52,0.5601580873245815,Middle-Aged,0,26418,0,0,0.26
619,Spain,Female,44,6,52831.13,1,1,1,112649.22,0.4689879787893782,Middle-Aged,0,27236,1,0,0.39
733,Spain,Male,36,1,0.0,2,0,1,108377.82,0.0,Middle-Aged,0,26388,0,0,0.04
430,France,Male,31,5,0.0,1,1,0,95655.16,0.0,Middle-Aged,0,13330,0,0,0.28
580,Germany,Male,45,8,103741.14,1,1,0,47428.73,2.1873058797905824,Middle-Aged,0,26100,1,1,0.87
665,Germany,Male,32,1,132178.67,1,0,0,11865.76,11.139503074392202,Middle-Aged,0,21280,0,0,0.25
502,France,Male,45,0,0.0,1,0,0,84663.21,0.0,Middle-Aged,0,22590,0,0,0.41
585,France,Male,56,4,138227.19,2,1,1,55287.84,2.5001372815432834,Senior,1,32760,0,0,0.15
626,France,Male,44,10,0.0,2,0,0,164287.86,0.0,Middle-Aged,0,27544,0,0,0.1
753,Germany,Female,47,1,131160.85,1,1,0,197444.69,0.6642916049046445,Middle-Aged,0,35391,0,1,0.73
535,France,Female,49,3,0.0,1,0,0,61820.41,0.0,Middle-Aged,0,26215,1,1,0.84
751,Spain,Male,52,8,0.0,2,0,1,179291.85,0.0,Senior,0,39052,0,0,0.11
478,Spain,Female,36,3,92363.3,2,1,0,44912.7,2.0565074021379255,Middle-Aged,0,17208,0,0,0.13
643,France,Female,45,4,45144.43,1,1,0,60917.24,0.7410780593474031,Middle-Aged,0,28935,1,1,0.53
743,Germany,Male,59,5,108585.35,1,1,1,192127.22,0.5651742111294797,Senior,0,43837,1,1,0.52
699,France,Male,53,4,0.0,2,0,1,111307.98,0.0,Senior,0,37047,0,0,0.06
668,France,Male,46,0,0.0,2,0,0,29388.02,0.0,Middle-Aged,0,30728,0,0,0.06
500,Spain,Male,38,7,0.0,2,0,0,192013.23,0.0,Middle-Aged,0,19000,0,0,0.06
555,Germany,Female,62,10,114822.64,1,0,1,8444.5,13.597328438628693,Senior,0,34410,0,1,0.67
581,Germany,Male,50,2,143829.2,2,1,0,181224.24,0.7936532110715433,Middle-Aged,0,29050,1,1,0.51
559,France,Female,42,7,0.0,2,1,1,190040.29,0.0,Middle-Aged,0,23478,0,0,0.08
514,France,Male,45,1,178827.79,1,1,0,60375.18,2.9619421424499275,Middle-Aged,0,23130,0,1,0.62
521,France,Female,32,2,136555.01,2,1,1,129353.21,1.0556754641032875,Middle-Aged,1,16672,0,0,0.1
737,Spain,Female,39,7,130051.66,2,0,0,55356.39,2.349352260868167,Middle-Aged,0,28743,1,0,0.18
699,Spain,Male,31,8,125927.51,2,1,0,147661.47,0.8528122468237651,Middle-Aged,0,21669,0,0,0.07
737,France,Female,32,7,128551.36,2,0,1,189402.71,0.6787197501028365,Middle-Aged,1,23584,0,0,0.15
603,Spain,Male,24,1,165149.13,2,1,0,21858.28,7.555449468119176,Young,0,14472,0,0,0.1
752,Germany,Male,30,4,81523.38,1,1,1,36885.85,2.210153215935108,Young,0,22560,0,0,0.06
524,France,Female,28,7,0.0,2,0,1,147100.72,0.0,Young,0,14672,0,0,0.0
608,Spain,Female,38,9,102406.76,1,0,1,57600.66,1.7778747674071789,Middle-Aged,0,23104,0,0,0.05
603,France,Male,35,6,128993.76,2,1,0,130483.56,0.9885824696996312,Middle-Aged,0,21105,0,0,0.06
720,France,Male,52,7,0.0,1,1,1,14781.12,0.0,Senior,0,37440,0,1,0.51
633,Germany,Male,29,6,117412.35,1,0,0,30338.94,3.8700214971254767,Young,0,18357,0,0,0.17
660,Spain,Female,28,3,128929.88,1,1,1,198069.71,0.6509318360692304,Young,1,18480,0,0,0.18
526,Spain,Female,36,5,91132.18,1,0,0,58111.71,1.5682240292016876,Middle-Aged,0,18936,0,0,0.06
691,France,Female,34,7,0.0,2,0,1,161559.12,0.0,Middle-Aged,0,23494,0,0,0.0
705,Germany,Female,56,2,143249.67,1,1,0,88428.41,1.619950760168593,Senior,0,39480,1,1,0.91
586,Spain,Female,33,10,66948.67,2,1,1,140759.03,0.47562611080795314,Middle-Aged,0,19338,0,0,0.07
465,France,Female,51,8,122522.32,1,0,0,181297.65,0.675807546319547,Senior,0,23715,1,1,0.65
597,France,Male,67,2,0.0,2,0,1,108645.85,0.0,Senior,0,39999,0,0,0.07
683,Germany,Female,43,4,115888.04,1,1,1,117349.19,0.9875486997396402,Middle-Aged,0,29369,1,1,0.6
794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0.8248548309006017,Middle-Aged,1,24614,0,0,0.07
569,France,Male,41,4,120243.49,1,1,0,163150.03,0.7370117553763245,Middle-Aged,0,23329,1,0,0.15
565,Germany,Male,31,2,89558.39,2,1,1,4441.54,20.163814802973743,Middle-Aged,0,17515,0,0,0.07
674,France,Female,26,10,0.0,2,1,1,138423.1,0.0,Young,0,17524,0,0,0.01
850,Germany,Female,40,7,104449.8,1,1,1,747.88,139.66117558966678,Middle-Aged,0,34000,0,0,0.27
660,Germany,Male,35,8,58641.43,1,0,1,198674.08,0.29516396904920866,Middle-Aged,0,23100,0,0,0.24
677,Spain,Male,56,5,123959.97,1,1,1,60590.72,2.0458573524130426,Senior,0,37912,1,0,0.38
690,Germany,Male,32,0,106683.52,2,1,1,137916.49,0.7735370875520398,Middle-Aged,0,22080,0,0,0.09
755,France,Male,42,2,119919.12,1,1,0,156868.21,0.7644577572473097,Middle-Aged,0,31710,0,0,0.32
670,France,Male,33,2,141204.65,2,1,0,76257.46,1.8516831009057997,Middle-Aged,0,22110,0,0,0.09
713,France,Female,52,0,185891.54,1,1,1,46369.57,4.008912310379415,Senior,1,37076,1,0,0.39
628,Germany,Female,28,3,153538.13,2,1,0,110776.01,1.3860232915050832,Young,0,17584,0,0,0.02
738,Germany,Male,58,2,133745.44,4,1,0,28373.86,4.713685060827113,Senior,0,42804,1,1,0.86
813,Germany,Male,59,2,135078.41,1,1,0,187636.06,0.7198957918856322,Senior,0,47967,1,1,0.73
560,France,Female,38,5,83714.41,1,1,1,33245.97,2.518031809569701,Middle-Aged,0,21280,0,0,0.04
718,France,Female,37,7,0.0,2,1,1,55100.09,0.0,Middle-Aged,0,26566,0,0,0.12
687,Germany,Male,44,8,95368.14,2,1,1,1787.85,53.34236093632016,Middle-Aged,0,30228,0,0,0.41
576,France,Female,55,6,44582.07,3,0,1,67539.85,0.6600854162394497,Senior,0,31680,1,1,0.83
528,France,Male,37,6,103772.45,1,1,0,197111.99,0.5264644225853536,Middle-Aged,0,19536,0,0,0.21
560,France,Female,44,5,143244.97,1,1,0,98661.27,1.4518865406861274,Middle-Aged,0,24640,0,0,0.48
628,France,Male,37,0,0.0,2,1,1,171707.93,0.0,Middle-Aged,0,23236,0,0,0.01
831,France,Male,30,2,0.0,2,0,1,3430.38,0.0,Young,0,24930,0,0,0.03
